id,poli,nomor_antrian,nama_pasien,nik,status,timestamp,dokter
242,Poli Gizi,POLI-180,Icha Pranowo,7089338245134968,done,2025-05-08 09:00:00,dr. Andi
243,Poli Lansia,POLI-116,Nasim Wahyuni,8951142546525797,waiting,2025-02-03 13:00:00,dr. Dina
244,Poli Lansia,POLI-080,Ophelia Permadi,1018045389245055,done,2025-05-16 13:00:00,dr. Andi
245,Poli Gizi,POLI-387,Hardi Sihotang,2984391736784080,waiting,2025-05-20 15:00:00,dr. Eka
246,Poli Gizi,POLI-849,"Prabowo Melani, S.Pd",0097676817090672,done,2025-02-13 16:00:00,dr. Dina
247,Poli KIA,POLI-218,Maida Aryani,2929735330197236,done,2025-02-14 08:00:00,dr. Budi
248,Poli Gigi,POLI-395,Azalea Mardhiyah,2802590552436624,done,2025-01-25 15:00:00,dr. Citra
249,Poli Gizi,POLI-749,"Oliva Thamrin, S.Sos",3848613626922309,done,2025-04-11 18:00:00,dr. Budi
250,Poli Gizi,POLI-585,"Drs. Legawa Anggraini, M.Kom.",0845570772337403,done,2025-02-15 10:00:00,dr. Andi
251,Poli KIA,POLI-718,"Ulva Hutasoit, S.T.",5783089177033930,done,2025-03-04 08:00:00,dr. Andi
252,Poli Gizi,POLI-044,Michelle Prasetya,6125880696928521,done,2025-03-26 12:00:00,dr. Andi
253,Poli KB,POLI-836,Melinda Astuti,0427745277010608,done,2025-05-11 13:00:00,dr. Citra
254,Poli Gizi,POLI-651,"Devi Utama, M.TI.",8693281376545946,waiting,2025-05-21 15:00:00,dr. Dina
255,Poli Lansia,POLI-486,Ade Sinaga,6574254331692922,done,2025-01-28 18:00:00,dr. Citra
256,Poli Lansia,POLI-463,Ratih Gunarto,7225286559181526,done,2025-01-30 12:00:00,dr. Eka
257,Poli KB,POLI-612,Natalia Wacana,7106787747180089,waiting,2025-03-02 08:00:00,dr. Citra
258,Poli Gizi,POLI-108,Malika Prastuti,5708189813106584,done,2025-04-27 10:00:00,dr. Dina
259,Poli Gizi,POLI-661,Jamalia Prasetya,8874471260650078,done,2025-03-07 18:00:00,dr. Dina
260,Poli Umum,POLI-970,Tgk. Raisa Prayoga,6663046154874587,waiting,2025-05-31 15:00:00,dr. Dina
261,Poli Gigi,POLI-514,"dr. Restu Wibowo, M.M.",5303130352085720,done,2025-05-02 17:00:00,dr. Budi
262,Poli Gigi,POLI-534,Bajragin Uyainah,5735607876744584,waiting,2025-05-08 10:00:00,dr. Andi
263,Poli Umum,POLI-148,Julia Rajasa,9787796238310808,done,2025-05-05 17:00:00,dr. Dina
264,Poli KIA,POLI-761,"Dimas Damanik, S.E.",4089862046952908,done,2025-02-15 16:00:00,dr. Citra
265,Poli Umum,POLI-380,Praba Utami,0209942336273623,done,2025-01-16 09:00:00,dr. Eka
266,Poli Gizi,POLI-144,Okta Marbun,6427585117832788,done,2025-02-17 09:00:00,dr. Eka
267,Poli KIA,POLI-642,"Cut Najwa Adriansyah, S.Sos",0768152570807592,waiting,2025-04-23 16:00:00,dr. Andi
268,Poli Gigi,POLI-351,Kemal Purnawati,5337137929652611,done,2025-02-11 12:00:00,dr. Budi
269,Poli KB,POLI-891,Prima Palastri,9442022248338985,done,2025-01-21 12:00:00,dr. Fajar
270,Poli Lansia,POLI-928,Hj. Paulin Melani,4160722824953535,serving,2025-05-18 08:00:00,dr. Andi
271,Poli Gigi,POLI-070,"Asirwanda Suwarno, S.Pt",8287220295841847,done,2025-02-14 16:00:00,dr. Citra
272,Poli Gigi,POLI-707,"dr. Asirwada Siregar, S.E.",5971637576335720,waiting,2025-01-10 14:00:00,dr. Citra
273,Poli KB,POLI-757,Mursinin Pradana,9455017061530964,done,2025-05-26 15:00:00,dr. Fajar
274,Poli Gigi,POLI-845,"Prabowo Hutagalung, S.Sos",7254029075129455,done,2025-02-17 14:00:00,dr. Dina
275,Poli Gizi,POLI-098,"Janet Wahyuni, M.M.",1004998695573291,waiting,2025-04-18 09:00:00,dr. Andi
276,Poli Gizi,POLI-887,Silvia Maryadi,4530704413502312,done,2025-04-04 17:00:00,dr. Citra
277,Poli Gizi,POLI-474,Halima Saragih,6329885575491652,waiting,2025-04-29 15:00:00,dr. Andi
278,Poli Lansia,POLI-437,Jagaraga Prasasta,6723278831810790,done,2025-01-12 14:00:00,dr. Citra
279,Poli Lansia,POLI-657,Panca Yulianti,3954971903306920,serving,2025-04-04 16:00:00,dr. Budi
280,Poli Lansia,POLI-855,Kasiyah Mahendra,9346202337384002,done,2025-02-25 11:00:00,dr. Budi
281,Poli KIA,POLI-857,"Gawati Namaga, S.I.Kom",9861386236623177,done,2025-05-05 15:00:00,dr. Citra
282,Poli Umum,POLI-432,Asmadi Wijayanti,5376494990107414,waiting,2025-02-20 17:00:00,dr. Budi
283,Poli Gigi,POLI-114,Maman Halimah,1710536722213122,done,2025-05-25 11:00:00,dr. Dina
284,Poli KB,POLI-890,Ajeng Hidayanto,1844423234941194,serving,2025-01-19 10:00:00,dr. Eka
285,Poli KB,POLI-029,Dt. Opung Widiastuti,5613209055591572,done,2025-05-22 18:00:00,dr. Dina
286,Poli KB,POLI-969,"Ir. Sakura Winarsih, S.Pt",3431501609623644,done,2025-02-05 12:00:00,dr. Andi
287,Poli KIA,POLI-451,Darijan Kuswandari,9442786264903702,done,2025-03-03 13:00:00,dr. Citra
288,Poli Gizi,POLI-985,Danuja Mayasari,8032894263151345,serving,2025-01-04 18:00:00,dr. Budi
289,Poli Gigi,POLI-085,"Padma Kusmawati, M.Farm",2971413782118239,done,2025-01-26 15:00:00,dr. Andi
290,Poli Umum,POLI-108,"Ir. Mala Maulana, S.H.",0999097424417014,done,2025-03-10 15:00:00,dr. Andi
291,Poli KIA,POLI-582,Ratih Puspasari,2533702572788672,waiting,2025-01-03 15:00:00,dr. Eka
292,Poli Umum,POLI-308,Dewi Wulandari,6879414152364007,done,2025-03-14 08:00:00,dr. Budi
293,Poli Umum,POLI-937,Melinda Padmasari,6327769432547291,done,2025-03-29 09:00:00,dr. Eka
294,Poli Lansia,POLI-672,Oskar Narpati,0599710849981521,done,2025-04-06 15:00:00,dr. Fajar
295,Poli Lansia,POLI-838,"dr. Eka Marpaung, M.Farm",5604017784184505,done,2025-04-18 16:00:00,dr. Citra
296,Poli KB,POLI-283,Cut Safina Susanti,7893866193323766,serving,2025-05-31 18:00:00,dr. Budi
297,Poli KIA,POLI-038,"Yuliana Damanik, S.Pt",5161270017719055,serving,2025-02-14 08:00:00,dr. Andi
298,Poli KB,POLI-043,Vivi Sirait,4433310179970859,done,2025-05-13 12:00:00,dr. Andi
299,Poli Umum,POLI-024,Sabrina Fujiati,1472783052670910,serving,2025-04-16 09:00:00,dr. Dina
300,Poli KIA,POLI-335,"Puti Bella Padmasari, S.IP",0143106379776035,done,2025-03-14 15:00:00,dr. Fajar
301,Poli Umum,POLI-228,Puti Olivia Jailani,9951395596831393,done,2025-04-26 08:00:00,dr. Andi
302,Poli Umum,POLI-729,drg. Prabowo Mulyani,3882117845789112,done,2025-05-12 13:00:00,dr. Andi
303,Poli KB,POLI-996,Galak Samosir,2981081497474489,done,2025-02-06 15:00:00,dr. Dina
304,Poli Gigi,POLI-631,"dr. Dimaz Maulana, S.I.Kom",2479762719277192,waiting,2025-02-27 11:00:00,dr. Budi
305,Poli KIA,POLI-829,Rini Rahayu,9004109029723424,done,2025-04-02 10:00:00,dr. Fajar
306,Poli Lansia,POLI-763,"Ir. Waluyo Pranowo, M.Kom.",1957577303671746,waiting,2025-04-19 15:00:00,dr. Andi
307,Poli KIA,POLI-513,Balamantri Megantara,0352735136785372,done,2025-05-09 13:00:00,dr. Citra
308,Poli KB,POLI-711,Elma Dabukke,9770621513253848,done,2025-04-11 18:00:00,dr. Budi
309,Poli KIA,POLI-164,Mulyono Uwais,5697017512322533,waiting,2025-01-06 15:00:00,dr. Eka
310,Poli Umum,POLI-409,Dr. Fitriani Tampubolon,6264247488438930,done,2025-04-05 10:00:00,dr. Dina
311,Poli KIA,POLI-387,drg. Nasim Santoso,3067365269455054,serving,2025-05-05 17:00:00,dr. Dina
312,Poli KB,POLI-710,Shakila Hartati,7661004936257928,waiting,2025-03-01 15:00:00,dr. Dina
313,Poli Gizi,POLI-059,Tgk. Vanya Prayoga,9534861352916026,done,2025-03-02 15:00:00,dr. Dina
314,Poli KIA,POLI-251,Zulfa Namaga,8420854678314115,done,2025-01-19 10:00:00,dr. Budi
315,Poli Gizi,POLI-833,H. Karna Zulkarnain,4862086878562409,serving,2025-02-02 18:00:00,dr. Dina
316,Poli KIA,POLI-991,"Yoga Gunarto, S.Farm",9285325918914511,done,2025-04-26 08:00:00,dr. Eka
317,Poli Gigi,POLI-018,Jindra Nashiruddin,4204018875398194,waiting,2025-02-02 15:00:00,dr. Eka
318,Poli KIA,POLI-352,Usman Firgantoro,6776446669393227,done,2025-03-11 14:00:00,dr. Citra
319,Poli KIA,POLI-760,"Tgk. Gilang Kusumo, S.Farm",6006995554309530,done,2025-05-07 11:00:00,dr. Budi
320,Poli KIA,POLI-460,Martani Siregar,5601427273702956,waiting,2025-02-03 14:00:00,dr. Andi
321,Poli KB,POLI-182,"H. Rafi Zulkarnain, S.Kom",2530106577735906,done,2025-02-11 11:00:00,dr. Dina
322,Poli KB,POLI-589,Elma Sinaga,9633972736316875,waiting,2025-01-19 16:00:00,dr. Budi
323,Poli Umum,POLI-096,Clara Saragih,7468298686525783,done,2025-02-27 17:00:00,dr. Dina
324,Poli Lansia,POLI-054,Laila Pratama,8786754539249479,done,2025-01-27 11:00:00,dr. Eka
325,Poli Lansia,POLI-912,"Ajiono Dongoran, S.T.",1125835204455689,done,2025-01-20 17:00:00,dr. Dina
326,Poli KIA,POLI-679,Lintang Wahyudin,7578837629216921,serving,2025-01-29 09:00:00,dr. Fajar
327,Poli Gigi,POLI-334,"Gandi Suwarno, M.Pd",7768258112315779,serving,2025-05-02 18:00:00,dr. Eka
328,Poli Umum,POLI-270,Puji Ardianto,5354233135373543,done,2025-05-18 16:00:00,dr. Fajar
329,Poli Umum,POLI-236,Wawan Nainggolan,3084534833881608,waiting,2025-03-06 14:00:00,dr. Andi
330,Poli KIA,POLI-928,Indah Palastri,9281378903440989,done,2025-01-27 08:00:00,dr. Fajar
331,Poli Umum,POLI-021,Dt. Jayeng Hasanah,1960353140126168,done,2025-04-13 17:00:00,dr. Dina
332,Poli Gizi,POLI-318,"Indah Sudiati, S.E.I",2820872928877799,done,2025-04-14 16:00:00,dr. Citra
333,Poli Gigi,POLI-469,"Cut Kasiyah Uyainah, M.Ak",7385694507828771,done,2025-04-13 13:00:00,dr. Eka
334,Poli KIA,POLI-868,"drg. Niyaga Pranowo, S.Psi",8343186452328652,done,2025-03-29 13:00:00,dr. Dina
335,Poli Gigi,POLI-070,Umar Novitasari,2800094888336607,done,2025-01-26 14:00:00,dr. Andi
336,Poli KIA,POLI-810,Sabar Zulkarnain,8986216358240195,done,2025-03-16 15:00:00,dr. Fajar
337,Poli Gigi,POLI-723,"Narji Yulianti, M.Farm",5017846223015146,waiting,2025-02-20 17:00:00,dr. Eka
338,Poli Umum,POLI-634,"Nugraha Putra, M.Kom.",3573752584849195,done,2025-05-24 09:00:00,dr. Fajar
339,Poli Gigi,POLI-630,Ade Maryati,5811264563911989,done,2025-01-17 09:00:00,dr. Citra
340,Poli Gizi,POLI-797,"Ir. Eva Agustina, S.Pt",3595751650955671,waiting,2025-01-14 11:00:00,dr. Andi
341,Poli Gizi,POLI-128,Viktor Riyanti,9398039704403582,waiting,2025-01-25 16:00:00,dr. Dina
342,Poli Gigi,POLI-048,Puti Hasna Tampubolon,7359167797076611,done,2025-03-18 17:00:00,dr. Dina
343,Poli KIA,POLI-219,Jaeman Agustina,8824279156928358,done,2025-01-20 15:00:00,dr. Andi
344,Poli Gizi,POLI-990,Ayu Manullang,3760427839652826,done,2025-02-04 08:00:00,dr. Andi
345,Poli Gigi,POLI-776,Gandi Hastuti,2774145425907140,waiting,2025-03-14 12:00:00,dr. Citra
346,Poli Gizi,POLI-128,"Sutan Prakosa Purnawati, S.E.I",2060363577966926,done,2025-01-13 12:00:00,dr. Andi
347,Poli Gizi,POLI-334,"Vivi Dongoran, S.E.",4026180007157018,done,2025-04-03 13:00:00,dr. Citra
348,Poli Gigi,POLI-002,"Drs. Hesti Mandasari, M.Pd",4310151782058547,done,2025-01-21 12:00:00,dr. Budi
349,Poli Gigi,POLI-318,R.A. Zizi Putra,5952713175120756,done,2025-02-08 12:00:00,dr. Fajar
350,Poli KIA,POLI-959,Alika Saputra,1100875312691985,done,2025-02-16 12:00:00,dr. Andi
351,Poli KB,POLI-258,"Dt. Ajimin Waluyo, S.Pd",7001103977541622,done,2025-01-06 13:00:00,dr. Citra
352,Poli Gigi,POLI-913,"Kasiran Nuraini, M.Kom.",0225352138128680,done,2025-03-12 12:00:00,dr. Dina
353,Poli Umum,POLI-556,Tari Saefullah,2399817091982508,done,2025-04-16 17:00:00,dr. Fajar
354,Poli Lansia,POLI-107,Rendy Maryati,7046147353815129,waiting,2025-04-13 14:00:00,dr. Andi
355,Poli KIA,POLI-609,"Hj. Safina Ardianto, S.Kom",0970488234282238,waiting,2025-05-21 16:00:00,dr. Budi
356,Poli KB,POLI-926,"Okta Wasita, S.Sos",2725583775406061,done,2025-01-01 11:00:00,dr. Citra
357,Poli Gigi,POLI-681,Warta Sudiati,1961123036126099,done,2025-01-10 08:00:00,dr. Eka
358,Poli Umum,POLI-133,Adhiarja Utami,9292340903868563,done,2025-04-06 12:00:00,dr. Fajar
359,Poli Umum,POLI-626,Darmaji Hastuti,7029911236267804,done,2025-04-07 08:00:00,dr. Andi
360,Poli KB,POLI-571,"drg. Chelsea Haryanto, S.Pd",5117815947397930,done,2025-04-20 10:00:00,dr. Eka
361,Poli Gigi,POLI-925,Harja Wibisono,3245184776783671,done,2025-05-21 14:00:00,dr. Citra
362,Poli Lansia,POLI-816,R. Gamanto Andriani,9447262060393836,done,2025-01-15 17:00:00,dr. Andi
363,Poli Gigi,POLI-266,"dr. Dina Padmasari, S.E.",2564176647405062,serving,2025-04-18 17:00:00,dr. Dina
364,Poli KB,POLI-876,Safina Hidayanto,6538550592148852,serving,2025-01-09 15:00:00,dr. Citra
365,Poli Gizi,POLI-228,Zulfa Nasyidah,9004447623768818,done,2025-02-18 10:00:00,dr. Andi
366,Poli Lansia,POLI-452,"H. Purwa Yuniar, S.Psi",5771428361740363,serving,2025-02-12 09:00:00,dr. Citra
367,Poli KB,POLI-816,"Ida Pertiwi, S.Farm",8080744045434329,done,2025-05-19 09:00:00,dr. Fajar
368,Poli Gizi,POLI-495,Eka Tarihoran,1611036776670093,waiting,2025-01-04 15:00:00,dr. Eka
369,Poli Gizi,POLI-024,Uchita Hassanah,9548180500365920,done,2025-02-01 17:00:00,dr. Fajar
370,Poli KB,POLI-120,Fitria Sihombing,4071581524185809,done,2025-05-24 11:00:00,dr. Budi
371,Poli Gizi,POLI-430,"Salman Pranowo, S.T.",1581897371952854,done,2025-03-01 08:00:00,dr. Eka
372,Poli KB,POLI-894,"drg. Lutfan Pradana, S.Gz",3127246807702126,serving,2025-05-31 10:00:00,dr. Dina
373,Poli Umum,POLI-633,Indah Hartati,8612686176141290,done,2025-04-29 09:00:00,dr. Budi
374,Poli Lansia,POLI-746,"Ir. Joko Wahyudin, S.H.",3621932675907743,done,2025-04-03 15:00:00,dr. Eka
375,Poli Gigi,POLI-940,Sari Lazuardi,6076902513154654,done,2025-03-08 16:00:00,dr. Fajar
376,Poli Gigi,POLI-311,Hj. Padma Handayani,0769764557097835,done,2025-05-02 13:00:00,dr. Eka
377,Poli Umum,POLI-745,"Radit Lailasari, S.E.I",0367497257525607,done,2025-03-14 15:00:00,dr. Dina
378,Poli Gizi,POLI-760,Erik Suryatmi,7965255523971916,done,2025-01-29 12:00:00,dr. Citra
379,Poli Umum,POLI-155,Tiara Latupono,0810959592353365,serving,2025-04-14 15:00:00,dr. Citra
380,Poli KB,POLI-918,"Drs. Devi Wahyudin, S.Ked",4601420155335934,waiting,2025-01-12 12:00:00,dr. Citra
381,Poli Lansia,POLI-813,Raina Lailasari,5844746543607311,done,2025-03-10 16:00:00,dr. Budi
382,Poli Umum,POLI-044,Dodo Budiman,1053018491691594,waiting,2025-02-27 13:00:00,dr. Andi
383,Poli KIA,POLI-579,Artanto Hardiansyah,7200823408393132,done,2025-03-28 14:00:00,dr. Andi
384,Poli Umum,POLI-894,"Cut Intan Sinaga, S.Ked",6004522453216345,waiting,2025-01-04 18:00:00,dr. Eka
385,Poli Lansia,POLI-838,"dr. Padma Rahmawati, S.Psi",4630205020938745,done,2025-01-06 08:00:00,dr. Budi
386,Poli KB,POLI-935,Garang Lazuardi,6053131359938938,serving,2025-03-28 08:00:00,dr. Budi
387,Poli KIA,POLI-680,R. Argono Simanjuntak,0417613219020467,done,2025-04-01 16:00:00,dr. Citra
388,Poli Gizi,POLI-272,"Tgk. Malika Lestari, S.Farm",7078995232457039,done,2025-02-21 10:00:00,dr. Budi
389,Poli Gizi,POLI-925,Putri Hutapea,5801390578373601,done,2025-04-29 18:00:00,dr. Citra
390,Poli Gizi,POLI-263,Raden Winarno,0838574107597487,serving,2025-01-05 15:00:00,dr. Budi
391,Poli Gizi,POLI-181,Dadi Mandala,9440741813927189,done,2025-03-23 10:00:00,dr. Fajar
392,Poli KIA,POLI-641,Gara Sitompul,3906610679084598,done,2025-05-20 15:00:00,dr. Citra
393,Poli Umum,POLI-596,"R. Ika Nuraini, S.Sos",3072180028898135,done,2025-04-12 16:00:00,dr. Budi
394,Poli KIA,POLI-276,Vanesa Yolanda,1868568232915669,done,2025-02-14 11:00:00,dr. Fajar
395,Poli Umum,POLI-524,R. Sakti Pudjiastuti,0978085840848880,done,2025-01-06 17:00:00,dr. Budi
396,Poli KIA,POLI-108,Nabila Maryati,4817281620853050,done,2025-05-18 16:00:00,dr. Dina
397,Poli Lansia,POLI-934,"Drs. Salwa Mahendra, S.E.I",9780166857262264,waiting,2025-05-13 09:00:00,dr. Andi
398,Poli Lansia,POLI-264,Cinthia Sirait,5623406989178475,done,2025-04-26 14:00:00,dr. Citra
399,Poli Gigi,POLI-271,Bambang Sitorus,6256683748424177,waiting,2025-01-20 12:00:00,dr. Budi
400,Poli KIA,POLI-979,"Ridwan Aryani, M.M.",9522526873252072,done,2025-02-16 15:00:00,dr. Citra
401,Poli Lansia,POLI-314,"Sakura Prasetya, S.IP",7214456030680948,done,2025-01-06 18:00:00,dr. Dina
402,Poli KB,POLI-996,R. Ulva Najmudin,7362541151392332,waiting,2025-05-16 15:00:00,dr. Budi
403,Poli Lansia,POLI-440,Vanesa Iswahyudi,1765981131504705,done,2025-04-20 18:00:00,dr. Dina
404,Poli Umum,POLI-238,Damu Usada,6178666220383669,done,2025-01-05 09:00:00,dr. Budi
405,Poli KIA,POLI-825,Ibun Andriani,8068875620505309,done,2025-04-01 14:00:00,dr. Dina
406,Poli Gigi,POLI-887,R. Tri Lailasari,5394908168054602,done,2025-04-26 13:00:00,dr. Fajar
407,Poli KIA,POLI-109,Cawisadi Zulaika,2448388844734148,done,2025-01-22 10:00:00,dr. Eka
408,Poli Lansia,POLI-653,Cahyono Anggriawan,0637713499774017,done,2025-03-17 17:00:00,dr. Andi
409,Poli KIA,POLI-979,"Oliva Prasetyo, S.E.",3780421728710794,done,2025-03-24 11:00:00,dr. Citra
410,Poli Gizi,POLI-167,"Reksa Haryanto, S.Pd",1018092628795660,done,2025-03-13 18:00:00,dr. Citra
411,Poli Umum,POLI-498,"Hesti Rahayu, S.Sos",6227443363682989,waiting,2025-03-27 15:00:00,dr. Andi
412,Poli Umum,POLI-694,"Raden Fujiati, S.Kom",1652968472797326,done,2025-05-30 12:00:00,dr. Budi
413,Poli Gizi,POLI-082,drg. Ajiman Irawan,6200368094981440,serving,2025-01-23 14:00:00,dr. Fajar
414,Poli Gigi,POLI-641,Tgk. Raisa Hidayat,5084325009256037,done,2025-03-31 09:00:00,dr. Eka
415,Poli Gizi,POLI-286,Natalia Riyanti,4964928442534625,done,2025-05-19 09:00:00,dr. Budi
416,Poli Gigi,POLI-546,"Tgk. Cagak Pradana, S.E.I",4284514025678607,waiting,2025-05-13 10:00:00,dr. Dina
417,Poli Gigi,POLI-594,"Aris Irawan, S.IP",5080865944909777,done,2025-02-09 15:00:00,dr. Eka
418,Poli Umum,POLI-926,Kala Salahudin,9930601693229265,waiting,2025-03-26 08:00:00,dr. Budi
419,Poli Umum,POLI-341,Jabal Uyainah,2590915026978305,done,2025-01-21 11:00:00,dr. Fajar
420,Poli Umum,POLI-548,Citra Hakim,5224807712658852,waiting,2025-05-30 12:00:00,dr. Eka
421,Poli Gizi,POLI-323,Dimaz Putra,9706405379859576,serving,2025-04-29 15:00:00,dr. Andi
422,Poli Gigi,POLI-108,Lega Ardianto,1488902164127859,done,2025-05-08 09:00:00,dr. Budi
423,Poli Gigi,POLI-006,Suci Kuswandari,7204168491717301,done,2025-01-22 18:00:00,dr. Citra
424,Poli Gizi,POLI-683,Bambang Nasyidah,5583399018674553,done,2025-03-08 08:00:00,dr. Dina
425,Poli Umum,POLI-161,Intan Saputra,0295635919845541,done,2025-02-19 12:00:00,dr. Dina
426,Poli KIA,POLI-927,Gamblang Lazuardi,6440382896406380,done,2025-04-15 16:00:00,dr. Fajar
427,Poli Lansia,POLI-968,"Marsudi Purnawati, M.Pd",1409583700742669,done,2025-03-17 08:00:00,dr. Eka
428,Poli Gizi,POLI-620,Cawisadi Astuti,6894290408221840,waiting,2025-03-21 14:00:00,dr. Eka
429,Poli Lansia,POLI-308,Elma Saputra,9243316814078331,done,2025-05-19 12:00:00,dr. Eka
430,Poli Gigi,POLI-792,Yuni Prastuti,6003109763298850,done,2025-02-25 17:00:00,dr. Andi
431,Poli KIA,POLI-495,T. Ajiman Megantara,4439296856972968,waiting,2025-05-30 16:00:00,dr. Andi
432,Poli Gigi,POLI-481,H. Cahyono Setiawan,4482056340749942,waiting,2025-01-08 14:00:00,dr. Eka
433,Poli KB,POLI-342,Ibrani Hasanah,7745300870586242,waiting,2025-04-15 12:00:00,dr. Andi
434,Poli Gizi,POLI-559,"Puti Namaga, M.Ak",9076028982911486,done,2025-03-27 17:00:00,dr. Budi
435,Poli Gizi,POLI-331,"Ir. Vanya Nurdiyanti, M.TI.",7934544353702992,done,2025-02-20 18:00:00,dr. Budi
436,Poli Gigi,POLI-215,Tgk. Ajimin Natsir,4299206437595505,done,2025-01-18 09:00:00,dr. Andi
437,Poli Lansia,POLI-929,R. Raihan Kusumo,7104913208864086,done,2025-04-17 10:00:00,dr. Budi
438,Poli KIA,POLI-233,Hj. Gawati Kusumo,4598640385868225,waiting,2025-05-03 14:00:00,dr. Fajar
439,Poli Lansia,POLI-609,Najwa Hariyah,5294120740318638,done,2025-02-26 10:00:00,dr. Citra
440,Poli Gizi,POLI-939,Banawa Natsir,5344993466253503,done,2025-04-10 12:00:00,dr. Budi
441,Poli Gizi,POLI-871,"H. Gadang Wasita, M.TI.",1826656266264226,done,2025-03-05 12:00:00,dr. Andi
442,Poli KIA,POLI-385,Lala Dabukke,0555349914324682,serving,2025-03-02 11:00:00,dr. Andi
443,Poli KB,POLI-511,Lukman Marpaung,1454370904183899,done,2025-05-28 15:00:00,dr. Budi
444,Poli Umum,POLI-127,Hana Usamah,4592196600864223,serving,2025-05-31 16:00:00,dr. Citra
445,Poli Gizi,POLI-799,"Sutan Satya Wacana, S.Ked",0272255396093797,done,2025-04-29 10:00:00,dr. Eka
446,Poli Umum,POLI-812,"Agnes Hutasoit, S.I.Kom",9072368636725741,waiting,2025-01-11 15:00:00,dr. Citra
447,Poli KB,POLI-226,Cahyono Wijaya,1417773054042852,done,2025-01-06 17:00:00,dr. Andi
448,Poli KB,POLI-902,"Puti Mila Adriansyah, M.Farm",0059058421331474,done,2025-05-29 11:00:00,dr. Budi
449,Poli Lansia,POLI-066,Kezia Sirait,7976475307164730,waiting,2025-03-24 12:00:00,dr. Dina
450,Poli KB,POLI-821,Ir. Kezia Anggraini,9620814477157489,done,2025-01-19 11:00:00,dr. Eka
451,Poli KB,POLI-697,Ikhsan Palastri,8469647378653657,serving,2025-01-25 18:00:00,dr. Budi
452,Poli Umum,POLI-190,Tirta Permata,1052439217706631,done,2025-01-20 17:00:00,dr. Dina
453,Poli Gigi,POLI-631,Rahayu Yulianti,6541604072335587,done,2025-02-05 18:00:00,dr. Citra
454,Poli KB,POLI-671,Nabila Palastri,6055571436254658,done,2025-03-22 14:00:00,dr. Fajar
455,Poli Gizi,POLI-436,"Cawuk Gunawan, S.Pt",1532852033812343,done,2025-01-18 16:00:00,dr. Citra
456,Poli KIA,POLI-768,"Dt. Nalar Gunawan, S.H.",7161547822767353,done,2025-01-27 12:00:00,dr. Citra
457,Poli Gigi,POLI-268,Jayeng Damanik,7354098827406152,waiting,2025-05-12 18:00:00,dr. Citra
458,Poli Gigi,POLI-123,"Teddy Hassanah, S.T.",0865821784457772,waiting,2025-03-03 13:00:00,dr. Citra
459,Poli Gizi,POLI-760,Nabila Laksita,7129703336484647,done,2025-03-16 13:00:00,dr. Eka
460,Poli KIA,POLI-752,Iriana Saptono,9734710288845147,done,2025-05-18 14:00:00,dr. Andi
461,Poli Gizi,POLI-060,Ir. Muni Siregar,5835560435143470,done,2025-01-04 08:00:00,dr. Dina
462,Poli KB,POLI-341,"Kamidin Pratama, S.T.",3164850828134006,done,2025-04-14 12:00:00,dr. Citra
463,Poli KIA,POLI-163,Septi Nainggolan,2072360367185027,done,2025-03-18 08:00:00,dr. Andi
464,Poli Umum,POLI-563,"Mutia Pradipta, S.I.Kom",6114027957457078,waiting,2025-03-06 18:00:00,dr. Dina
465,Poli Gigi,POLI-116,Chelsea Januar,7305792509738981,serving,2025-05-20 18:00:00,dr. Fajar
466,Poli KIA,POLI-447,Oni Lestari,6716545617872390,done,2025-03-15 13:00:00,dr. Citra
467,Poli KB,POLI-433,"T. Kasim Pertiwi, M.Kom.",9882456741315990,serving,2025-01-09 16:00:00,dr. Budi
468,Poli Lansia,POLI-290,Wani Hardiansyah,8957538981632512,waiting,2025-02-21 13:00:00,dr. Citra
469,Poli KIA,POLI-902,Drs. Limar Habibi,6461736749705856,done,2025-01-29 11:00:00,dr. Citra
470,Poli Lansia,POLI-268,Violet Susanti,9068482762083181,done,2025-01-04 13:00:00,dr. Citra
471,Poli KB,POLI-155,Gabriella Hutagalung,0419958947853301,done,2025-02-20 12:00:00,dr. Budi
472,Poli Lansia,POLI-536,Dinda Wacana,8096669391722932,done,2025-05-16 14:00:00,dr. Dina
473,Poli Lansia,POLI-554,Dr. Jumadi Hariyah,8569831385312933,done,2025-04-21 09:00:00,dr. Fajar
474,Poli Gigi,POLI-982,"Ridwan Rahmawati, S.Farm",7908318233001177,waiting,2025-02-13 14:00:00,dr. Citra
475,Poli KB,POLI-975,Maria Pratiwi,4261186471134674,waiting,2025-04-09 08:00:00,dr. Citra
476,Poli Gizi,POLI-108,"Dr. Aurora Wahyudin, S.E.I",4535363304205267,done,2025-02-07 10:00:00,dr. Andi
477,Poli KIA,POLI-855,Ir. Tasnim Simbolon,6726392227755711,done,2025-04-25 08:00:00,dr. Eka
478,Poli Umum,POLI-561,Dirja Latupono,5465587871908582,serving,2025-03-30 14:00:00,dr. Fajar
479,Poli Gigi,POLI-704,Yuliana Sirait,9946922747393718,done,2025-02-16 12:00:00,dr. Dina
480,Poli KB,POLI-500,"Dr. Mahmud Napitupulu, S.IP",2873324791299147,serving,2025-05-02 14:00:00,dr. Fajar
481,Poli Umum,POLI-642,Gada Purnawati,6899711575110296,done,2025-02-22 15:00:00,dr. Eka
